HMDB	KEGG	LipidMaps	compoundName_HMDB	compoundName_LipidMaps
		LMPK12112789		Myricetin 3,4'-dimethyl ether
		LMPK12112797		Grantiodin
		LMPK12112867		6-Methoxykaempferol 3-methyl ether
		LMPK12113079		Gnaphaliin 7-epoxymethylbutyl ether
		LMPK12113100		8-Hydroxygalangin 7-methyl ether 8-butyrate
		LMPK12112715		Quercetin 3-methyl ether 5-glucoside-3'-sulfate
		LMPK12112559		Rhamnocitrin 3-glucosyl-(1->2)-galactoside
		LMPK12112451		Myricetin 3,4'-di-O-alpha-L-rhamnopyranoside
		LMPK12112713		Madreselvin A
		LMPK12113243		Gossypetin 3,7,8-trimethyl ether
		LMPK12113250		Gossypetin 3,8,3',4'-tetramethyl ether
		LMPK12113105		Herbacetin 3-glucoside-8-xyloside
		LMPK12112776		Annulatin 7-rhamnoside-3'-xyloside
		LMPK12113320		Limocitrol 3-glucoside
		LMPK12113179		Limocitrin 3-galactoside
		LMPK12112704		Quercetin 3-methyl ether 7-glucuronide
		LMPK12112614		Rhamnetin 5-glucoside
		LMPK12112930		Jaceidin 7-rhamnoside
		LMPK12113331		
		LMPK12113372		
		LMPK12020081		Phylloflavanine
		LMPK12020103		Catechin 5,4'-di-O-gallate
		LMPK12020128		Epigallocatechin 5,7,-di-O-gallate
		LMPK12020140		Epigallocatechin 5,3',5'-trimethyl ether 3-O-gallate
		LMPK12020245		
		LMPK12050052		Calopogoniumisoflavone B
		LMPK12050119		
		LMPK12050303		2'-Hydroxyisolupalbigenin
		LMPK12050316		Auriculin
		LMPK12050333		
		LMPK12020032		Afzelechin 4'-O-beta-D-glucopyranoside
		LMPK12020207		Leucodelphinidin 3-O-(beta-D-glucopyranosyl-(1->4)-alpha-L-rhamnopyranoside)
		LMPK12050371		Volubilinin
		LMPK12050351		Prunetin 4'-O-galactoside
		LMPK12050019		Formononetin 7-O-laminaribioside
		LMPK12050047		Cladrin 7-O-laminaribioside
		LMPK12050420		
		LMPK12050470		3'-Methoxyisosativanone
		LMPK12050474		Sophoraisoflavanone C
		LMPK12070107		Neobanol
		LMPK12090023		Mirificoumestan hydrate
		LMPK12110089		
		LMPK12060063		Dehydroamorphigenin
		LMPK12100022		6-Butyryl-5-hydroxy-4-phenylseselin
		LMPK12100045		
		LMPK12100051		
		LMPK12100066		(S)-5,3'-Dihydroxy-2,4-dimethoxydalbergiquinol
		LMPK12080004		Isomucronulator 7-O-glucoside
		LMPK12010443		5-Methyl-6-hydroxyluteolinidin
		LMPK12010366		
		LMPK12010359		
		LMPK12010386		Malvidin 3- (6''-p-coumarylglucoside) -5- (2'''-acetylxyloside)
		LMPK12010313		Delphinidin 3-(6''-O-4-malyl-glucoside)-5-(6'''-O-1-malyl-glucoside)
		LMPK12160009		Euchretin C
		LMPK12010306		Acetylmalonylawobanin
		LMPK12110110		Cerosilin B
		LMPK09000034		
		LMPK12120006		Flemistrictin B
		LMPK15050001		Sorgoleone
		LMPK12120503		Methyllinderatin
		LMPK12120394		7-Methoxypraecansone B
		LMPK12140232		Cyrtopterin
		LMPK12140281		Euchrestaflavanone A
		LMPK12140290		Lupiniol A1
		LMPK09000009		
		LMPK12120423		Licochalcone C
		LMPK12100068		(R)-5-Hydroxy-2,4-dimethoxydalbergiquinol
		LMPK12130022		Dalmaisione D
		LMPK12120037		Paratocarpin G
		LMPK12120064		Gemichalcone B
		LMPK12120151		
		LMPK12120190		
		LMPK12120202		Flemiwallichin B
		LMPK12120203		Flemiwallichin A
		LMPK12120266		
		LMPK12120024		Isoliquiritigenin 4,4'-diglucoside
		LMPK12140020		Aervanone
		LMPK12140146		Isochamanetin
		LMPK12140148		5-O-Methylchamanetin
		LMPK12140172		
		LMPK12140211		Neolinderatone
		LMPK12140219		
		LMPK12140291		Lupiniol B
		LMPK12140349		Abyssinone V 4'-methyl ether
		LMPK12140410		Licoleafol
		LMPK12140465		Kushenol B
		LMPK12140468		Leachianone A
		LMPK12140517		Euchrenone a9
		LMPK12140523		Kenusanone J
		LMPK12140555		Naringenin 5-methyl ether
		LMPK12140570		
		LMPK12140577		
		LMPK12140602		
		LMPK12140064		Palodulcin B
		LMPK12140367		
		LMPK12140664		Isocarthamidin 7-O-rhamnoside
		LMPK12110068		Prosogerin A
		LMPK12110073		
		LMPK12110093		
		LMPK12110156		Enantiomultijugin
		LMPK12110157		Oppositin
		LMPK12110185		Polystachin (flavone)
		LMPK12110240		Vitexin 2''-O-xyloside
		LMPK12110302		Isovitexin 7,2''-di-O-glucoside
		LMPK12110264		Vitexin 6''-O-glucoside
		LMPK12110250		Vitexin 4''-O-rhamnoside
		LMPK12110607		Tamarixetin 3-O-sulfate
		LMPK12110620		Apuleirin
		LMPK12110532		Orientin 7-O-sulfate
		LMPK12110542		Orientin 3'-O-glucoside
		LMPK12110317		Isovitexin 7,2''-Di-O-galactoside
		LMPK12110446		Acacetin 7-galactoside
		LMPK12110496		Isoorientin 6''-O-rhamnoside
		LMPK12110390		Apigenin 7-(6''-crotonylglucoside)
		LMPK12110385		Apigenin 5-rhamnosyl-(1->2)-(6''-acetylglucoside)
		LMPK12110491		6-C-Xylosylluteolin 2''-O-rhamnoside
		LMPK12110309		Isomollupentin 4'-O-glucoside
		LMPK12110592		Isorhamnetin 3- (6''-p-coumarylglucoside)
		LMPK12110198		3'-Deoxyderhamnosylmaysin
		LMPK12110508		Derhamnosylmaysin
		LMPK12110647		Luteolin 3'-xyloside
		LMPK12110540		Isoorientin 3'-O-glucoside
		LMPK12110671		Luteolin 7-glucuronide-4'-rhamnoside
		LMPK12111673		Kaempferol 3-galactoside-4'-glucoside
		LMPK12110374		Apigenin 7-(2''-acetylglucoside)
		LMPK12110942		Artocarpetin
		LMPK12110950		
		LMPK12111236		Desmethoxycentaureidin
		LMPK12111604		
		LMPK12110888		Isoetin 4'-glucuronide
		LMPK12111121		Scutellarein 7,4'-dimethyl ether 6-sophoroside
		LMPK12111337		6-C-Galactosylisoscutellarein
		LMPK12020226		4-O-Methyl-3',4'-methylenedioxymopanan-4alpha-ol
		LMPK12111459		
		LMPK12110721		Luteolin 7-sulfate-3'-glucoside
		LMPK12110845		Tricetin 3'-rhamnosyl-(1->4)-rhamnoside
		LMPK12111201		6-Hydroxyluteolin 6,7-dimethyl ether 4'-glucoside
		LMPK12110692		Luteolin 7-(6'''-acetylallosyl-(1->2)-glucoside)
		LMPK12111112		Scutellarein 7-glucosyl-(1->4)-rhamnoside
		LMPK12111153		Hispidulin 7-xylosyl-(1->2)-xyloside
		LMPK12111130		Scutellarein 7,4'-dimethyl ether 6-glucoside
		LMPK12111556		Fisetin 3,7-diglucoside
		LMPK12111637		Lagotiside
		LMPK12112090		Quercetin 3-sambubioside
		LMPK12060061		Dehydropachyrrhizone
		LMPK12111764		Kaempferol 3-neohesperidoside-7-glucoside
		LMPK12112073		Quercetin 3-(6''-caffeylgalactoside)
		LMPK12112146		Quercetin 3-(3'',6''-di-p-coumarylglucoside)
		LMPK12112224		Quercetin 3'-glucoside-7-acetate
		LMPK12112222		Quercetin 3-(4''-acetylrhamnoside)-7-rhamnoside
		LMPK12112083		Variabiloside B
		LMPK12111726		Kaempferol 3-alpha-D-glucoside
		LMPK12111806		Kaempferol 3-(6''-malonylglucoside)-7-glucoside
		LMPK12112023		Sempervirenoside A
		LMPK12111886		Kaempferol 3-(2-(E)-p-coumarylrhamnoside)
		LMPK12111940		Kaempferol 3-(4''-p-coumaroylglucoside)
		LMPK12112030		Wanepimedoside A
		LMPK12111852		Kaempferol 7-glucuronide
		LMPK12112052		Quercetin 3-galactoside-7-xyloside
		LMPK12112509		Myricetin 3',4'-dimethyl ether
		LMPK12112753		Quercetin 3,5,3'-trimethyl ether
		LMPK12112760		5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxy-7-[(3-methyl-2-butenyl)oxy]-4H-1-benzopyran-4-one
		LMPK12112787		6-C-Methylmyricetin 3,4'-dimethyl ether
		LMPK12112800		
		LMPK12112852		
		LMPK12112858		
		LMPK12112875		Candidol
		LMPK12112474		Laricitrin 3-rutinoside-7-glucoside
		LMPK12112497		Syringetin 3-robinobioside
		LMPK12112551		Myricetin 5-methyl ether 3-galactoside
		LMPK12112227		Quercetin 5-glucuronide
		LMPK12112910		Patuletin 3-rhamnoside
		LMPK12112256		Quercetin 3-(6''-feruloylgalactoside)
		LMPK12112329		Isorhamnetin 3-glucosyl-(1->2)-galactoside-7-glucoside
		LMPK12112927		Chrysosplenoside D
		LMPK12112388		Isorhamnetin 3-rhamnosyl-(1->6)-(2''-acetylglucoside)
		LMPK12112578		Rhamnocitrin 3-isorhamninoside
		LMPK12112644		8-Prenylquercetin 7,4'-dimethyl ether 3-rhamnosyl-(1->4)-rhamnoside
		LMPK12113016		Quercetagetin 3,5,6,3',4'-pentamethyl ether
		LMPK12113069		
		LMPK12113305		
		LMPK12020020		ent-Robinetinidol 3-O-gallate
		LMPK12020141		Catechin-7-methyl ether
		LMPK12010064		
		LMPK12113208		Gossypetin 7,4'-dimethyl ether 8-glucoside
		LMPK12113207		Gossypetin 7,8-dimethyl ether 4'-glucoside
		LMPK12112914		Patuletin 7-glucoside
		LMPK12112906		Quercetagetin 7-glucoside
		LMPK12112891		Quercetagetin 3,7-diglucoside
		LMPK12020213		4beta-Hydroxyobovatachromene
		LMPK12020151		Elephantorrhizol
		LMPK12020096		Catechin 7-O-gallate
		LMPK12020089		Catechin 3-O-gallate
		LMPK12113139		Herbacetin 3-beta-D-glucofuranoside
		LMPK12050185		Senegalensin
		LMPK12050214		Euchrenone b8
		LMPK12050321		Lupinisolone C
		LMPK12050430		Iso-5-methoxyafrormosin
		LMPK12050494		Isosophoronol
		LMPK12080049		5-Methoxyvestitol
		LMPK12080052		Pendulone
		LMPK12070078		Neoraucarpanol
		LMPK12070153		
		LMPK12020172		Eruberin C
		LMPK12050156		Isogenistein 7-O-glucoside
		LMPK12010430		
		LMPK12010427		
		LMPK12010211		Cyanidin 3-O-[2-O-(6-O-(trans-3-O-(beta-D-glucopyranosyl)caffeyl)-beta-D-glucopyranosyl)-6-O-(trans-caffeyl)-beta-D-glucopyranoside]-5-O-[beta-D-glucopyranoside]
		LMPK12010132		Cyanidin 3-(6''-acetylglucoside)
		LMPK12010276		Delphinidin 3-(6-O-acetylgalactoside)
		LMPK09000018		
		LMPK09000035		
		LMPK09000026		
		LMPK12020148		Catechin 5,7,4'-trimethyl ether
		LMPK12140309		Euchrenone a1
		LMPK15030016		Climacostol
		LMPK15030020		5-((Z)-pentadec-10-en-1-yl)resorcinol
		LMPK12140351		Matteucinol
		LMPK12120577		
		LMPK12120463		
		LMPK12120301		
		LMPK12120587		Dihydroisomilletenone methyl ether
		LMPK12130020		Maritimetin
		LMPK12130021		Leptosidin
		LMPK12120054		Xanthoangelol B
		LMPK12120073		Neobavachalcone
		LMPK12120087		Paratocarpin C
		LMPK12120095		Xanthoangelol H
		LMPK12120118		Robtein
		LMPK12120169		Okanin 4-methyl ether 4'-glucoside
		LMPK12120196		
		LMPK12120272		Homoeriodictyolchalcone 2'-glucoside
		LMPK12120302		Glychalcone A
		LMPK12120323		Ovalichalcone A
		LMPK12120345		
		LMPK12120352		
		LMPK12120368		
		LMPK12140082		
		LMPK12140110		Kushenol A
		LMPK12140183		Tephroleocarpin B
		LMPK12140199		Leridol
		LMPK12140202		Isomatteucinol
		LMPK12140283		Amorilin
		LMPK12140304		
		LMPK12140390		Abyssinoflavanone IV
		LMPK12140399		Amorisin
		LMPK12140481		Leachianone B
		LMPK12140487		Maackiaflavanone
		LMPK12140504		2'-Hydroxymatteucinol
		LMPK12140027		Liquiritigenin 7-glucoside-4'-apiosyl-(1->2)-glucoside
		LMPK12140249		
		LMPK12140370		
		LMPK12140631		
		LMPK12140662		
		LMPK12140666		Flowerone
		LMPK12080002		
		LMPK12140427		Dorsmanin E
		LMPK12140411		Dorsmanin H
		LMPK12113376		
		LMPK12110018		Pseudosemiglabrin
		LMPK12110039		
		LMPK12110079		Dicliripariside C
		LMPK12110254		Polygonatiin
		LMPK12110499		Isoorientin 2''-O-alpha-D-mannoside
		LMPK12111274		Arteanoflavone
		LMPK12111302		
		LMPK12110870		Tricin 7-(2''-p-coumaroylglucuronosyl)(1->2)glucronide
		LMPK12111438		Nevadensin 7-glucoside
		LMPK12110672		Luteolin 7-galacturonide-4'-glucoside
		LMPK12111223		6-Hydroxyluteolin 4'-methyl ether 7-rhamnosyl-(1->2)-(6''-acetylglucoside)
		LMPK12111290		
		LMPK12110818		Diosmetin 3'-glucoside
		LMPK12110715		Luteolin 7-(6''-p-benzoyglucoside)
		LMPK12110654		Luteolin 7-arabinofuranosyl-(1->6)-glucoside
		LMPK12111004		Flavocummelin
		LMPK12110791		Chrysoeriol 7-(3''-Z-p-coumaroylglucoside)
		LMPK12111031		Isoswertiajaponin
		LMPK12111388		8-Hydroxyluteolin 3'-methyl ether 8-glucuronide
		LMPK12110828		Luteolin 3',4'-dimethyl ether 7-rhamnoside
		LMPK12111480		Linderoflavone A
		LMPK12111502		Agehoustin E
		LMPK12111504		Agehoustin D
		LMPK12111509		Dorsilurin E
		LMPK12111220		6-Hydroxyluteolin 7-[6''-(3-hydroxy-3-methylglutaryl)glucoside]-3-glucuronide
		LMPK12111625		
		LMPK12111677		Kaempferol 3-(2Gal-apiosylrobinobioside)
		LMPK12113394		6-Methoxypulcherrimin
		LMPK12111785		Kaempferol 3-[6''-(3-hydroxy-3-methylglutaryl)glucoside]
		LMPK12111736		Kaempferol 3-glucoside-7-xyloside
		LMPK12111792		Kaempferol 3-(6''-ferulylglucoside)
		LMPK12111694		Kaempferol 3-(6''-sinapylglucosyl)-(1->2)-galactoside
		LMPK12111931		Kaempferol 3-rhamnoside-7,4'-digalactoside
		LMPK12111956		Kaempferol 3-(2''-(E)-p-coumaroyl-alpha-L-arabinofuranoside)-7-rhamnoside
		LMPK12111969		4''''-Acetylsagittatin A
		LMPK12111467		Zeravschanoside
		LMPK12113306		Pratensin A
		LMPK12112301		Quercetin 3'-isobutyrate
		LMPK12112399		Isorhamnetin 3,4'-di-O-sulfate
		LMPK12112181		Quercetin 7-glucuronide
		LMPK12112321		Isorhamnetin 3-robinobioside
		LMPK12112478		Laricitrin 7-glucoside
		LMPK12112442		Myricetin 3-rhamnoside-7-glucoside
		LMPK12112352		Isorhamnetin 3-sophoroside-7-glucoside
		LMPK12112507		Myricetin 3',4'-dimethyl ether 3-rhamnoside
		LMPK12112076		Quercetin 3-(2''',3''',4'''-triacetyl-alpha-L-arabinopyranosyl)(1->6)-galactoside
		LMPK12112258		Quercetin 3-(2''-acetylgalactoside)
		LMPK12112379		Isorhamnetin 3-apiosyl-(1->2)-galactoside
		LMPK12112481		Larycitrin 3-(4''-malonylrhamnoside)
		LMPK12112061		Quercetin 3-rhamnosyl-(1->2)-galactoside-7-glucoside
		LMPK12112034		Kaempferide 3-glucoside-7-rhamnoside
		LMPK12112184		Spiraeoside
		LMPK12112168		Guaijaverin
		LMPK12112079		Variabiloside F
		LMPK12112100		Quercetin 3,7-diglucoside
		LMPK12112678		Vellokaempferol 3,5-dimethyl ether
		LMPK12112695		8-Desmethylkalmiatin
		LMPK12112746		
		LMPK12112811		
		LMPK12112868		6-Hydroxykaempferol 3,7-dimethyl ether
		LMPK12112692		Ermanin 7-glucoside
		LMPK12112985		Allopatuletin
		LMPK12113055		
		LMPK12113157		Herbacetin 7,8-dimethyl ether
		LMPK12113165		Herbacetin 8-acetate
		LMPK12113222		Flaccidine
		LMPK12113272		Hibiscetin
		LMPK12113278		Hibiscetin heptamethyl ether
		LMPK12113288		
		LMPK12112536		Kaempferol 5-methyl ether 3-galactoside
		LMPK12112545		Azaleatin 3-glucuronide
		LMPK12113367		
		LMPK12112939		Chrysosplenin
		LMPK12112969		Axillarin 5-alpha-L-arabinosyl-(1->6)-glucoside
		LMPK12112581		Kaempferol 7-methyl ether 3-rhamnosyl-(1->3)-[apiosyl-(1->6)-glucoside]
		LMPK12112649		Ombuin 3-arabinofuranoside
		LMPK12020195		Mesquitol-4beta-ol 3,8-dimethyl ether
		LMPK12020246		
		LMPK12020251		
		LMPK12050036		Psoralenol
		LMPK12050079		Mundulone
		LMPK12050141		
		LMPK12050145		
		LMPK12050164		8-C-Glucopyranosylgenistein 6''-O-apioside
		LMPK12050269		Pumilaisoflavone B
		LMPK12050293		2'-Methoxylupalbigenin
		LMPK12050300		2,3-Dehydrokievitone hydrate
		LMPK12050309		Licoisoflavone B
		LMPK12020169		Triphyllin A
		LMPK12050231		6-C-Glucosylorobol
		LMPK12050042		Pueraria glycoside 3
		LMPK12050324		Angustone C
		LMPK12050337		Scandinone
		LMPK12050387		Irisolone
		LMPK12050402		Iristectorigenin A
		LMPK12010048		
		LMPK12050405		Iriskumaonin
		LMPK12050481		Lespedeol A
		LMPK12050487		Echinoisosophoranone
		LMPK12050491		Ougenin
		LMPK12070156		Bryacarpene 3
		LMPK12160015		
		LMPK12160044		Methylsainfuran
		LMPK12010362		Petanin
		LMPK12010168		Cyanidin 3-(6''-malonylglucoside-3'-(6'''-caffeylglucoside)
		LMPK12050445		5-Hydroxybowdichione
		LMPK12120278		Antiarone K
		LMPK12110181		Isopongaflavone
		LMPK12110160		Stachyoidin
		LMPK12120479		Longicaudatin
		LMPK12120411		Cryptocaryone
		LMPK12110041		
		LMPK12120495		Calomelanol D-1
		LMPK12120293		Calyxin B
		LMPK12110055		
		LMPK09000014		
		LMPK12080064		Sepiol
		LMPK12120265		
		LMPK12130062		Castillene B
		LMPK12120040		Derricidin
		LMPK12120058		Angusticornin B
		LMPK12120063		Isogemichalcone B
		LMPK12120143		Neoplathymenin
		LMPK12120204		
		LMPK12120210		Crassichalcone
		LMPK12120247		Chalconaringenin 4-glucoside
		LMPK12120262		4-Hydroxyrottlerin
		LMPK12113029		Patuletin 7-O-sulfate
		LMPK12120150		Homobutein 4'-O-glucoside
		LMPK12130034		Aureusidin 6-rhamnoside
		LMPK12120532		
		LMPK12120586		Gliricidol
		LMPK12140087		Plathymenin
		LMPK12140114		Exiguaflavanone M
		LMPK12140123		
		LMPK12140130		
		LMPK12140273		Anastatin A
		LMPK12140295		Paratocarpin L
		LMPK12140421		Sigmoidin F
		LMPK12140430		Abyssinoflavanone V
		LMPK12140466		Flemiflavanone A
		LMPK12140507		Euchrestaflavanone C
		LMPK12140514		Sanggenon I
		LMPK12140518		Euchrenone a11
		LMPK12140520		Euchrenone a6
		LMPK12140525		Sanggenol N
		LMPK12140093		Isookaninrhamnoside
		LMPK12140590		Eriodictyol 7,3',4'-trimethyl ether
		LMPK12140639		
		LMPK12140648		
		LMPK12140679		
		LMPK12140688		
		LMPK12140695		Protofarrerol
		LMPK12140699		Remerin
		LMPK12111452		Kanzakiflavone 1
		LMPK12110008		
		LMPK12110325		6-C-Glucosylkaempferol 3-O-glucoside
		LMPK12111307		Wightin
		LMPK12111399		Hypolaetin 3'-methyl ether
		LMPK12111413		
		LMPK12111450		
		LMPK12111328		Immaculoside
		LMPK12110536		Orientin 7-glucoside
		LMPK12111371		8-Hydroxyluteolin 7-glucoside
		LMPK12111184		6-Hydroxyluteolin 7-glucoside
		LMPK12110782		Luteolin 3'-methyl ether 7-glucuronide-4'-rhamnoside
		LMPK12110984		Swertisin 2''-O-xyloside
		LMPK12110372		Apigenin 5-(6''-malonylglucoside)
		LMPK12111072		Parkinsonin B
		LMPK12111497		
		LMPK12111514		Cycloartobiloxanthone
		LMPK12110353		Apigenin 7-xylosyl-(1->2)-glucoside
		LMPK12110652		Luteolin 4'-glucoside
		LMPK12111347		Isoscutellarein 4'-methyl ether 7-(6'''-acetylallosyl)(1->2)-glucoside
		LMPK12110629		8-C-Rhamnopyranosylluteolin 7-O-rhamnoside
		LMPK12111340		Isoscutellarein 7-xyloside
		LMPK12111988		
		LMPK12112113		Quercetin 3-(2G-glucosylrutinoside)
		LMPK12111759		Kaempferol 3-sophoroside-7-glucuronide
		LMPK12112135		Quercetin 3,7,4'-triglucoside
		LMPK12111875		Kaempferol 3-apiosyl-(1->2)-alpha-L-arabinofuranoside-7-rhamnoside
		LMPK12112188		Quercetin 3-apiosyl-(1->2)-xyloside
		LMPK12112300		Quercetin 3-isobutyrate
		LMPK12112267		Quercetin 3-(6''-(E)-p-coumaroylsophoroside)-7-rhamnoside
		LMPK12112035		6'',6''-Dimethylpyraono[2'',3'':7,8]kaempferol 4'-methyl ether 3-rhamnoside
		LMPK12112046		Quercetin 3-glucosyl-(1->2)-galactoside
		LMPK12112077		Quercetin 3-(6'''-sinapylglucosyl)(1->2)-galactoside
		LMPK12111794		Kaempferol 3-(2'',6''-di-(E)-p-coumarylglucoside)
		LMPK12111739		Kaempferol 3-alpha-D-glucoside-7-rhamnoside
		LMPK12111854		Kaempferol 4'-rhamnoside
		LMPK12111814		Kaempferol 3-rhamnosyl-(1->3)(4'''-p-coumarylrhamnosyl)(1->6)-glucoside
		LMPK12111719		Ikarisoside C
		LMPK12111936		Loropetalin D
		LMPK12112524		
		LMPK12112535		
		LMPK12112588		6,8-Di-C-methylkaempferol 7-methyl ether
		LMPK12112595		Kaempferol 7,4'-dimethyl ether
		LMPK12112667		Myricetin 7,3',4'-trimethyl ether
		LMPK12112718		
		LMPK12112719		
		LMPK12112726		
		LMPK12050049		Maximaisoflavone B
		LMPK12112484		Syringetin 3-galactoside
		LMPK12112745		
		LMPK12112755		Quercetin 3,5,7,3'-tetramethyl ether
		LMPK12112770		Retusin(Ariocarpus)
		LMPK12112854		Aliarin
		LMPK12112869		6-Hydroxykaempferol 5,6-dimethyl ether
		LMPK12112879		6-Hydroxykaempferol 3,4'-dimethyl ether
		LMPK12112376		Isorhamnetin 7-(6''-p-coumarylglucoside)
		LMPK12112387		Isorhamnetin 3-(2'''-acetyl-alpha-arabinopyranosyl)-(1->6)-galactoside
		LMPK12112573		Rhamnocitrin 3-alloside
		LMPK12112483		Moghanin A
		LMPK12112618		Quercetin 7-methyl ether 3-alpha-L-arabinopyranosyl-(1->3)-galactoside
		LMPK12113042		
		LMPK12113066		
		LMPK12113087		5,2',5'-Trihydroxy-3,7,8-trimethoxyflavone 2'-acetate
		LMPK12113101		Isognaphalin 8-acetate
		LMPK12113146		6-Prenylherbacetin 3,8-dimethyl ether
		LMPK12113152		3-Methylherbacetin
		LMPK12113156		Herbacetin 3,8-dimethyl ether
		LMPK12113245		Gossypetin 3,8,3'-trimethyl ether
		LMPK12113246		Gossypetin 8,3',4'-trimethyl ether
		LMPK12113211		Limocitrin 7-neohesperidoside
		LMPK12112817		6-Hydroxykaempferol 3-glucoside
		LMPK12113117		Herbacetin 7-rhamnoside
		LMPK12113330		
		LMPK12113361		
		LMPK12113271		Hibiscetin 8,3',5'-trimethyl ether 3-rhamnoside
		LMPK12113141		Herbacetin 7-methyl ether 8-sophoroside
		LMPK12020279		
		LMPK12020011		4beta-(2,4-Dihydroxy-3-methoxyphenyl)fisetinidol
		LMPK12020109		Phylloflavan
		LMPK12050034		Erythrinin A
		LMPK12020144		Plumerubroside
		LMPK12050126		
		LMPK12050136		Maximaisoflavone H
		LMPK12050146		
		LMPK12050208		Crotalarin
		LMPK12050257		1'',2''-Dihydro-O-methylcyclopomiferin
		LMPK12050392		5-Methoxyafrormosin
		LMPK12050403		Iristectorigenin B
		LMPK12050406		Junipegenin B
		LMPK12050498		2,3-Dihydroauriculatin
		LMPK12080009		Unanisoflavan
		LMPK12020025		Arthromerin A
		LMPK12070048		Neorautanol
		LMPK12070058		Philenopteran
		LMPK12070101		Edulenane
		LMPK12070103		Neorautanin
		LMPK12020133		Gallocatechin 4'-methyl ether
		LMPK12020259		Tephrowatsin E
		LMPK12020115		Glochiin C1
		LMPK12090037		Sophoracoumestan B
		LMPK12060011		Isomillettone
		LMPK12060030		6-Hydroxyrotenone
		LMPK12050232		Orobol 8-C-(6''-acetylglucoside)
		LMPK12060058		7a-O-Methyldeguelol
		LMPK12060076		Stemonone
		LMPK12100038		
		LMPK12010250		
		LMPK12010197		
		LMPK12010101		Cyanidin 3-galactoside-5-(6-p-coumarylglucoside)
		LMPK12160004		Lupinalbin D
		LMPK12160007		Euchretin B
		LMPK12010296		
		LMPK12010324		
		LMPK12010442		Carajuron
		LMPK12010373		Malvidin 3-diglucoside
		LMPK12140221		Pinocembrin 7-O-benzoate
		LMPK01000059		Mannosyl-1beta-phosphomycoketide C31
		LMPK12050343		Garhwalin
		LMPK09000025		
		LMPK12140264		Lonchocarpol D
		LMPK12080051		Claussequinone
		LMPK15030033		5-((7Z,10Z,13Z,16Z)-nonadeca-7,10,13,16-tetraen-1-yl)resorcinol
		LMPK12120303		Glabrachromene I
		LMPK12160608		2-O-Methylangolensin
		LMPK12120334		
		LMPK12140345		
		LMPK03000023		Gigantecin
		LMPK12140706		
		LMPK03000013		Uvaricin
		LMPK12120382		
		LMPK12060073		Boeravinone B
		LMPK12120413		Tunicatachalcone
		LMPK12140180		Quercetol C
		LMPK12120060		Stipulin
		LMPK12120417		Syzygiol
		LMPK12120433		Tepanone
		LMPK12120069		Anthyllin
		LMPK12120072		Isoneobavachalcone
		LMPK12120168		Okanin 4-methyl ether 3'-(6''-acetylglucoside)
		LMPK12120281		Kushenol D
		LMPK12120162		Okanin 4'-(2'',4''-diacetyl-6''-p-coumarylglucoside)
		LMPK12140353		Calomelanol G
		LMPK12140482		Exiguaflavanone C
		LMPK12140515		Sanggenon N
		LMPK12140544		Calyxin J
		LMPK12140668		
		LMPK12140615		Carthamidin 5-glucoside
		LMPK12140379		Hesperetin 7-O-rhamnoside
		LMPK12140244		Prunin 6''-O-gallate
		LMPK12110131		
		LMPK12111996		Denticulaflavonol
		LMPK12110114		
		LMPK12110733		Luteolin 7-lactate
		LMPK12110723		Epimedokoreanin A
		LMPK12111331		Norwogonin 5,8-dimethyl ether
		LMPK12110533		Isoorientin 7-O-sulfate
		LMPK12110226		Vitexin 2''-O-rhamnoside-4'''-acetate
		LMPK12110333		Apigenin 7-glucoside-4'-p-coumarate
		LMPK12110344		Apigenin 7-glucuronide
		LMPK12110361		Apigenin 7,4'-diglucuronide
		LMPK12110485		Isoorientin 2''-O-beta-L-arabinofuranoside
		LMPK12110601		Tamarixetin 7-glucoside
		LMPK12110790		Chrysoeriol 7,4'-diglucuronide
		LMPK12060072		Villinol
		LMPK12110222		6,8-Di-C-galactopyranosylapigenin
		LMPK12110677		Luteolin 3',4'-digalacturonide
		LMPK12110138		Chrysin 6-C-glucoside-8-C-alpha-L-arabinopyranoside
		LMPK12110506		8-C-Rhamnopyranosylluteolin
		LMPK12110744		Chrysoeriol 6-C-arabinopyranoside-8-C-glucoside
